transcript_id,gene_id
unassigned_transcript_1951,FEK30_RS10800
unassigned_transcript_1952,FEK30_RS10805
unassigned_transcript_1953,FEK30_RS10810
unassigned_transcript_1954,FEK30_RS10815
unassigned_transcript_1955,FEK30_RS10820
unassigned_transcript_1956,FEK30_RS16900
unassigned_transcript_1957,FEK30_RS10825
unassigned_transcript_1958,FEK30_RS10830
unassigned_transcript_1959,FEK30_RS10835
unassigned_transcript_1960,FEK30_RS10840
unassigned_transcript_1961,FEK30_RS10845
unassigned_transcript_1962,FEK30_RS10850
unassigned_transcript_1963,FEK30_RS10855
unassigned_transcript_1964,FEK30_RS10860
unassigned_transcript_1965,FEK30_RS10865
unassigned_transcript_1966,FEK30_RS10870
unassigned_transcript_1967,FEK30_RS10875
unassigned_transcript_1968,FEK30_RS10880
unassigned_transcript_1969,FEK30_RS10885
unassigned_transcript_1970,FEK30_RS10890
unassigned_transcript_1971,FEK30_RS10895
unassigned_transcript_1972,FEK30_RS10900
unassigned_transcript_1973,FEK30_RS10905
unassigned_transcript_1974,FEK30_RS10910
unassigned_transcript_1975,FEK30_RS10915
unassigned_transcript_1976,FEK30_RS10920
unassigned_transcript_1977,FEK30_RS10925
unassigned_transcript_1978,FEK30_RS10930
unassigned_transcript_1979,FEK30_RS10935
unassigned_transcript_1980,FEK30_RS10940
unassigned_transcript_1981,FEK30_RS10945
unassigned_transcript_1982,FEK30_RS10950
unassigned_transcript_1983,FEK30_RS10955
unassigned_transcript_1984,FEK30_RS10960
unassigned_transcript_1985,FEK30_RS10965
unassigned_transcript_1986,FEK30_RS10970
unassigned_transcript_1987,FEK30_RS10975
unassigned_transcript_1988,FEK30_RS10980
unassigned_transcript_1989,FEK30_RS10985
unassigned_transcript_1990,FEK30_RS10990
unassigned_transcript_1991,FEK30_RS10995
unassigned_transcript_1992,FEK30_RS11000
unassigned_transcript_1993,FEK30_RS11005
unassigned_transcript_1994,FEK30_RS11010
unassigned_transcript_1995,FEK30_RS11015
unassigned_transcript_1996,FEK30_RS11020
unassigned_transcript_1997,FEK30_RS11025
unassigned_transcript_1998,FEK30_RS11030
unassigned_transcript_1999,FEK30_RS11035
unassigned_transcript_2000,FEK30_RS11040
unassigned_transcript_2001,FEK30_RS11045
unassigned_transcript_2002,FEK30_RS11050
unassigned_transcript_2003,FEK30_RS11055
unassigned_transcript_2004,FEK30_RS11060
unassigned_transcript_2005,FEK30_RS11065
unassigned_transcript_2006,FEK30_RS11070
unassigned_transcript_2007,FEK30_RS11075
unassigned_transcript_2008,FEK30_RS11080
unassigned_transcript_2009,FEK30_RS11085
unassigned_transcript_2010,FEK30_RS11090
unassigned_transcript_2011,FEK30_RS11095
unassigned_transcript_2012,FEK30_RS11100
unassigned_transcript_2013,FEK30_RS11105
unassigned_transcript_2014,FEK30_RS11110
unassigned_transcript_2015,FEK30_RS11115
unassigned_transcript_2016,FEK30_RS11120
unassigned_transcript_2017,FEK30_RS11125
unassigned_transcript_2018,FEK30_RS11130
unassigned_transcript_2019,FEK30_RS11135
unassigned_transcript_2020,FEK30_RS11140
unassigned_transcript_2021,FEK30_RS11145
unassigned_transcript_2022,FEK30_RS11150
unassigned_transcript_2023,FEK30_RS11155
unassigned_transcript_2024,FEK30_RS11160
unassigned_transcript_2025,FEK30_RS11165
unassigned_transcript_2026,FEK30_RS11170
unassigned_transcript_2027,FEK30_RS11175
unassigned_transcript_2028,FEK30_RS11180
unassigned_transcript_2029,FEK30_RS11185
unassigned_transcript_2030,FEK30_RS11190
unassigned_transcript_2031,FEK30_RS11195
unassigned_transcript_2032,FEK30_RS11200
unassigned_transcript_2033,FEK30_RS11205
unassigned_transcript_2034,FEK30_RS11210
unassigned_transcript_2035,FEK30_RS11215
unassigned_transcript_2036,FEK30_RS11220
unassigned_transcript_2037,FEK30_RS11225
unassigned_transcript_2038,FEK30_RS11230
unassigned_transcript_2039,FEK30_RS11235
unassigned_transcript_2040,FEK30_RS11240
unassigned_transcript_2041,FEK30_RS11245
unassigned_transcript_2042,FEK30_RS11250
unassigned_transcript_2043,FEK30_RS11255
unassigned_transcript_2044,FEK30_RS11260
unassigned_transcript_2045,FEK30_RS11265
unassigned_transcript_2046,FEK30_RS11270
unassigned_transcript_2047,FEK30_RS11275
unassigned_transcript_2048,FEK30_RS11280
unassigned_transcript_2049,FEK30_RS11285
unassigned_transcript_2050,FEK30_RS11290
unassigned_transcript_2051,FEK30_RS11295
unassigned_transcript_2052,FEK30_RS11300
unassigned_transcript_2053,FEK30_RS11305
unassigned_transcript_2054,FEK30_RS11310
unassigned_transcript_2055,FEK30_RS11315
unassigned_transcript_2056,FEK30_RS11320
unassigned_transcript_2057,FEK30_RS11325
unassigned_transcript_2058,FEK30_RS11330
unassigned_transcript_2059,FEK30_RS11335
unassigned_transcript_2060,FEK30_RS11340
unassigned_transcript_2061,FEK30_RS11345
unassigned_transcript_2062,FEK30_RS11350
unassigned_transcript_2063,FEK30_RS11355
unassigned_transcript_2064,FEK30_RS11360
unassigned_transcript_2065,FEK30_RS11365
unassigned_transcript_2066,FEK30_RS11370
unassigned_transcript_2067,FEK30_RS11375
unassigned_transcript_2068,FEK30_RS11380
unassigned_transcript_2069,FEK30_RS11385
unassigned_transcript_2070,FEK30_RS11390
unassigned_transcript_2071,FEK30_RS11400
unassigned_transcript_2072,FEK30_RS11405
unassigned_transcript_2073,FEK30_RS11410
unassigned_transcript_2074,FEK30_RS11415
unassigned_transcript_2075,FEK30_RS11420
unassigned_transcript_2076,FEK30_RS11425
unassigned_transcript_2077,FEK30_RS16775
unassigned_transcript_2078,FEK30_RS11430
unassigned_transcript_2079,FEK30_RS11435
unassigned_transcript_2080,FEK30_RS11440
unassigned_transcript_2081,FEK30_RS11445
unassigned_transcript_2082,FEK30_RS11450
unassigned_transcript_2083,FEK30_RS11455
unassigned_transcript_2084,FEK30_RS11460
unassigned_transcript_2085,FEK30_RS11465
unassigned_transcript_2086,FEK30_RS11470
unassigned_transcript_2087,FEK30_RS11475
unassigned_transcript_2088,FEK30_RS11480
unassigned_transcript_2089,FEK30_RS11485
unassigned_transcript_2090,FEK30_RS11490
unassigned_transcript_2091,FEK30_RS11495
unassigned_transcript_2092,FEK30_RS11500
unassigned_transcript_2093,FEK30_RS11505
unassigned_transcript_2094,FEK30_RS11510
unassigned_transcript_2095,FEK30_RS11515
unassigned_transcript_2096,FEK30_RS11520
unassigned_transcript_2097,FEK30_RS11525
unassigned_transcript_2098,FEK30_RS11530
unassigned_transcript_2099,FEK30_RS11535
unassigned_transcript_2100,FEK30_RS11540
unassigned_transcript_2101,FEK30_RS11545
unassigned_transcript_2102,FEK30_RS11550
unassigned_transcript_2103,FEK30_RS11555
unassigned_transcript_2104,FEK30_RS11560
unassigned_transcript_2105,FEK30_RS11565
unassigned_transcript_2106,FEK30_RS11570
unassigned_transcript_2107,FEK30_RS11575
unassigned_transcript_2108,FEK30_RS11580
unassigned_transcript_2109,FEK30_RS11585
unassigned_transcript_2110,FEK30_RS11590
unassigned_transcript_2111,FEK30_RS11595
unassigned_transcript_2112,FEK30_RS11600
unassigned_transcript_2113,FEK30_RS11605
unassigned_transcript_2114,FEK30_RS11610
unassigned_transcript_2115,FEK30_RS11615
unassigned_transcript_2116,FEK30_RS11620
unassigned_transcript_2117,FEK30_RS11625
unassigned_transcript_2118,FEK30_RS11630
unassigned_transcript_2119,FEK30_RS11635
unassigned_transcript_2120,FEK30_RS11640
unassigned_transcript_2121,FEK30_RS11645
unassigned_transcript_2122,FEK30_RS11650
unassigned_transcript_2123,FEK30_RS11655
unassigned_transcript_2124,FEK30_RS11660
unassigned_transcript_2125,FEK30_RS11665
unassigned_transcript_2126,FEK30_RS11670
unassigned_transcript_2127,FEK30_RS11675
unassigned_transcript_2128,FEK30_RS11680
unassigned_transcript_2129,FEK30_RS11685
unassigned_transcript_2130,FEK30_RS11690
unassigned_transcript_2131,FEK30_RS11695
unassigned_transcript_2132,FEK30_RS11700
unassigned_transcript_2133,FEK30_RS11705
unassigned_transcript_2134,FEK30_RS11715
unassigned_transcript_2135,FEK30_RS11720
unassigned_transcript_2136,FEK30_RS11725
unassigned_transcript_2137,FEK30_RS11730
unassigned_transcript_2138,FEK30_RS11735
unassigned_transcript_2139,FEK30_RS11740
unassigned_transcript_2140,FEK30_RS11745
unassigned_transcript_2141,FEK30_RS11750
unassigned_transcript_2142,FEK30_RS11755
unassigned_transcript_2143,FEK30_RS11760
unassigned_transcript_2144,FEK30_RS11765
unassigned_transcript_2145,FEK30_RS17135
unassigned_transcript_2146,FEK30_RS17140
unassigned_transcript_2147,FEK30_RS17145
unassigned_transcript_2148,FEK30_RS11775
unassigned_transcript_2149,FEK30_RS11780
unassigned_transcript_2150,FEK30_RS11785
unassigned_transcript_2151,FEK30_RS11790
unassigned_transcript_2152,FEK30_RS11795
unassigned_transcript_2153,FEK30_RS11800
unassigned_transcript_2154,FEK30_RS11805
unassigned_transcript_2155,FEK30_RS11810
unassigned_transcript_2156,FEK30_RS11815
unassigned_transcript_2157,FEK30_RS11820
unassigned_transcript_2158,FEK30_RS11825
unassigned_transcript_2159,FEK30_RS11830
unassigned_transcript_2160,FEK30_RS11835
unassigned_transcript_2161,FEK30_RS11840
unassigned_transcript_2162,FEK30_RS11845
unassigned_transcript_2163,FEK30_RS11850
unassigned_transcript_2164,FEK30_RS11855
unassigned_transcript_2165,FEK30_RS11860
unassigned_transcript_2166,FEK30_RS11865
unassigned_transcript_2167,FEK30_RS11870
unassigned_transcript_2168,FEK30_RS11875
unassigned_transcript_2169,FEK30_RS11880
unassigned_transcript_2170,FEK30_RS11885
unassigned_transcript_2171,FEK30_RS11890
unassigned_transcript_2172,FEK30_RS11895
unassigned_transcript_2173,FEK30_RS11900
unassigned_transcript_2174,FEK30_RS11905
unassigned_transcript_2175,FEK30_RS11910
unassigned_transcript_2176,FEK30_RS11915
unassigned_transcript_2177,FEK30_RS11920
unassigned_transcript_2178,FEK30_RS11925
unassigned_transcript_2179,FEK30_RS11930
unassigned_transcript_2180,FEK30_RS11935
unassigned_transcript_2181,FEK30_RS11940
unassigned_transcript_2182,FEK30_RS11945
unassigned_transcript_2183,FEK30_RS11950
unassigned_transcript_2184,FEK30_RS11955
unassigned_transcript_2185,FEK30_RS11960
unassigned_transcript_2186,FEK30_RS11965
unassigned_transcript_2187,FEK30_RS11970
unassigned_transcript_2188,FEK30_RS11975
unassigned_transcript_2189,FEK30_RS11980
unassigned_transcript_2190,FEK30_RS11985
unassigned_transcript_2191,FEK30_RS11990
unassigned_transcript_2192,FEK30_RS11995
unassigned_transcript_2193,FEK30_RS12000
unassigned_transcript_2194,FEK30_RS12005
unassigned_transcript_2195,FEK30_RS12010
unassigned_transcript_2196,FEK30_RS12015
unassigned_transcript_2197,FEK30_RS12020
unassigned_transcript_2198,FEK30_RS12025
unassigned_transcript_2199,FEK30_RS12030
unassigned_transcript_2200,FEK30_RS12035
unassigned_transcript_2201,FEK30_RS12040
unassigned_transcript_2202,FEK30_RS12045
unassigned_transcript_2203,FEK30_RS12050
unassigned_transcript_2204,FEK30_RS12055
unassigned_transcript_2205,FEK30_RS12060
unassigned_transcript_2206,FEK30_RS12065
unassigned_transcript_2207,FEK30_RS12070
unassigned_transcript_2208,FEK30_RS12075
unassigned_transcript_2209,FEK30_RS12080
unassigned_transcript_2210,FEK30_RS12085
unassigned_transcript_2211,FEK30_RS12090
unassigned_transcript_2212,FEK30_RS12095
unassigned_transcript_2213,FEK30_RS12100
unassigned_transcript_2214,FEK30_RS12105
unassigned_transcript_2215,FEK30_RS12110
unassigned_transcript_2216,FEK30_RS12115
unassigned_transcript_2217,FEK30_RS12120
unassigned_transcript_2218,FEK30_RS12125
unassigned_transcript_2219,FEK30_RS12130
unassigned_transcript_2220,FEK30_RS12135
unassigned_transcript_2221,FEK30_RS12140
unassigned_transcript_2222,FEK30_RS12145
unassigned_transcript_2223,FEK30_RS12150
unassigned_transcript_2224,FEK30_RS12155
unassigned_transcript_2225,FEK30_RS12160
unassigned_transcript_2226,FEK30_RS12165
unassigned_transcript_2227,FEK30_RS12170
unassigned_transcript_2228,FEK30_RS12175
unassigned_transcript_2229,FEK30_RS12180
unassigned_transcript_2230,FEK30_RS12185
unassigned_transcript_2231,FEK30_RS12190
unassigned_transcript_2232,FEK30_RS12195
unassigned_transcript_2233,FEK30_RS12200
unassigned_transcript_2234,FEK30_RS12205
unassigned_transcript_2235,FEK30_RS12210
unassigned_transcript_2236,FEK30_RS12215
unassigned_transcript_2237,FEK30_RS12220
unassigned_transcript_2238,FEK30_RS12225
unassigned_transcript_2239,FEK30_RS12230
unassigned_transcript_2240,FEK30_RS12235
unassigned_transcript_2241,FEK30_RS12240
unassigned_transcript_2242,FEK30_RS17150
unassigned_transcript_2243,FEK30_RS12245
unassigned_transcript_2244,FEK30_RS12250
unassigned_transcript_2245,FEK30_RS12255
unassigned_transcript_2246,FEK30_RS12260
unassigned_transcript_2247,FEK30_RS12265
unassigned_transcript_2248,FEK30_RS12270
unassigned_transcript_2249,FEK30_RS12275
unassigned_transcript_2250,FEK30_RS12280
unassigned_transcript_2251,FEK30_RS12285
unassigned_transcript_2252,FEK30_RS12290
unassigned_transcript_2253,FEK30_RS12295
unassigned_transcript_2254,FEK30_RS12300
unassigned_transcript_2255,FEK30_RS12305
unassigned_transcript_2256,FEK30_RS12310
unassigned_transcript_2257,FEK30_RS12315
unassigned_transcript_2258,FEK30_RS12320
unassigned_transcript_2259,FEK30_RS12325
unassigned_transcript_2260,FEK30_RS12330
unassigned_transcript_2261,FEK30_RS12335
unassigned_transcript_2262,FEK30_RS16780
unassigned_transcript_2263,FEK30_RS12340
unassigned_transcript_2264,FEK30_RS12345
unassigned_transcript_2265,FEK30_RS12350
unassigned_transcript_2266,FEK30_RS12355
unassigned_transcript_2267,FEK30_RS12360
unassigned_transcript_2268,FEK30_RS12365
unassigned_transcript_2269,FEK30_RS12370
unassigned_transcript_2270,FEK30_RS12375
unassigned_transcript_2271,FEK30_RS12380
unassigned_transcript_2272,FEK30_RS12385
unassigned_transcript_2273,FEK30_RS12390
unassigned_transcript_2274,FEK30_RS12395
unassigned_transcript_2275,FEK30_RS12400
unassigned_transcript_2276,FEK30_RS12405
unassigned_transcript_2277,FEK30_RS12410
unassigned_transcript_2278,FEK30_RS12415
unassigned_transcript_2279,FEK30_RS12420
unassigned_transcript_2280,FEK30_RS12425
unassigned_transcript_2281,FEK30_RS12430
unassigned_transcript_2282,FEK30_RS12435
unassigned_transcript_2283,FEK30_RS12440
unassigned_transcript_2284,FEK30_RS12445
unassigned_transcript_2285,FEK30_RS12450
unassigned_transcript_2286,FEK30_RS12455
unassigned_transcript_2287,FEK30_RS12460
unassigned_transcript_2288,FEK30_RS12465
unassigned_transcript_2289,FEK30_RS12470
unassigned_transcript_2290,FEK30_RS12475
unassigned_transcript_2291,FEK30_RS12480
unassigned_transcript_2292,FEK30_RS12485
unassigned_transcript_2293,FEK30_RS12490
unassigned_transcript_2294,FEK30_RS12495
unassigned_transcript_2295,FEK30_RS12500
unassigned_transcript_2296,FEK30_RS12505
unassigned_transcript_2297,FEK30_RS12510
unassigned_transcript_2298,FEK30_RS12515
unassigned_transcript_2299,FEK30_RS12520
unassigned_transcript_2300,FEK30_RS12525
unassigned_transcript_2301,FEK30_RS12530
unassigned_transcript_2302,FEK30_RS12535
unassigned_transcript_2303,FEK30_RS12540
unassigned_transcript_2304,FEK30_RS12545
unassigned_transcript_2305,FEK30_RS12550
unassigned_transcript_2306,FEK30_RS12555
unassigned_transcript_2307,FEK30_RS12560
unassigned_transcript_2308,FEK30_RS12565
unassigned_transcript_2309,FEK30_RS12570
unassigned_transcript_2310,FEK30_RS12575
unassigned_transcript_2311,FEK30_RS12580
unassigned_transcript_2312,FEK30_RS12585
unassigned_transcript_2313,FEK30_RS12590
unassigned_transcript_2314,FEK30_RS12595
unassigned_transcript_2315,FEK30_RS12600
unassigned_transcript_2316,FEK30_RS12605
unassigned_transcript_2317,FEK30_RS12610
unassigned_transcript_2318,FEK30_RS12615
unassigned_transcript_2319,FEK30_RS12620
unassigned_transcript_2320,FEK30_RS12625
unassigned_transcript_2321,FEK30_RS12630
unassigned_transcript_2322,FEK30_RS12635
unassigned_transcript_2323,FEK30_RS12640
unassigned_transcript_2324,FEK30_RS12645
unassigned_transcript_2325,FEK30_RS12650
unassigned_transcript_2326,FEK30_RS12655
unassigned_transcript_2327,FEK30_RS12660
unassigned_transcript_2328,FEK30_RS12665
unassigned_transcript_2329,FEK30_RS17155
unassigned_transcript_2330,FEK30_RS12675
unassigned_transcript_2331,FEK30_RS12680
unassigned_transcript_2332,FEK30_RS12685
unassigned_transcript_2333,FEK30_RS12690
unassigned_transcript_2334,FEK30_RS12695
unassigned_transcript_2335,FEK30_RS12700
unassigned_transcript_2336,FEK30_RS12705
unassigned_transcript_2337,FEK30_RS12710
unassigned_transcript_2338,FEK30_RS12715
unassigned_transcript_2339,FEK30_RS12720
unassigned_transcript_2340,FEK30_RS12725
unassigned_transcript_2341,FEK30_RS12730
unassigned_transcript_2342,FEK30_RS12735
unassigned_transcript_2343,FEK30_RS12740
unassigned_transcript_2344,FEK30_RS12745
unassigned_transcript_2345,FEK30_RS12750
unassigned_transcript_2346,FEK30_RS12755
unassigned_transcript_2347,FEK30_RS12760
unassigned_transcript_2348,FEK30_RS12765
unassigned_transcript_2349,FEK30_RS12770
unassigned_transcript_2350,FEK30_RS12775
unassigned_transcript_2351,FEK30_RS12780
unassigned_transcript_2352,FEK30_RS12785
unassigned_transcript_2353,FEK30_RS12790
unassigned_transcript_2354,FEK30_RS12795
unassigned_transcript_2355,FEK30_RS12800
unassigned_transcript_2356,FEK30_RS12805
unassigned_transcript_2357,FEK30_RS12810
unassigned_transcript_2358,FEK30_RS12815
unassigned_transcript_2359,FEK30_RS12820
unassigned_transcript_2360,FEK30_RS12825
unassigned_transcript_2361,FEK30_RS12830
unassigned_transcript_2362,FEK30_RS12835
unassigned_transcript_2363,FEK30_RS12840
unassigned_transcript_2364,FEK30_RS12845
unassigned_transcript_2365,FEK30_RS12850
unassigned_transcript_2366,FEK30_RS12855
unassigned_transcript_2367,FEK30_RS17235
unassigned_transcript_2368,FEK30_RS17240
unassigned_transcript_2369,FEK30_RS12865
unassigned_transcript_2370,FEK30_RS12870
unassigned_transcript_2371,FEK30_RS12875
unassigned_transcript_2372,FEK30_RS12880
unassigned_transcript_2373,FEK30_RS12885
unassigned_transcript_2374,FEK30_RS12890
unassigned_transcript_2375,FEK30_RS12895
unassigned_transcript_2376,FEK30_RS12900
unassigned_transcript_2377,FEK30_RS12905
unassigned_transcript_2378,FEK30_RS12910
unassigned_transcript_2379,FEK30_RS12915
unassigned_transcript_2380,FEK30_RS12920
unassigned_transcript_2381,FEK30_RS12925
unassigned_transcript_2382,FEK30_RS12930
unassigned_transcript_2383,FEK30_RS12935
unassigned_transcript_2384,FEK30_RS12940
unassigned_transcript_2385,FEK30_RS12945
unassigned_transcript_2386,FEK30_RS12950
unassigned_transcript_2387,FEK30_RS12955
unassigned_transcript_2388,FEK30_RS12960
unassigned_transcript_2389,FEK30_RS12965
unassigned_transcript_2390,FEK30_RS12970
unassigned_transcript_2391,FEK30_RS12975
unassigned_transcript_2392,FEK30_RS12980
unassigned_transcript_2393,FEK30_RS12985
unassigned_transcript_2394,FEK30_RS12990
unassigned_transcript_2395,FEK30_RS12995
unassigned_transcript_2396,FEK30_RS13000
unassigned_transcript_2397,FEK30_RS13005
unassigned_transcript_2398,FEK30_RS13010
unassigned_transcript_2399,FEK30_RS13015
unassigned_transcript_2400,FEK30_RS13020
unassigned_transcript_2401,FEK30_RS13025
unassigned_transcript_2402,FEK30_RS13030
unassigned_transcript_2403,FEK30_RS13035
unassigned_transcript_2404,FEK30_RS13040
unassigned_transcript_2405,FEK30_RS13045
unassigned_transcript_2406,FEK30_RS13050
unassigned_transcript_2407,FEK30_RS13055
unassigned_transcript_2408,FEK30_RS13060
unassigned_transcript_2409,FEK30_RS13065
unassigned_transcript_2410,FEK30_RS13070
unassigned_transcript_2411,FEK30_RS13075
unassigned_transcript_2412,FEK30_RS13080
unassigned_transcript_2413,FEK30_RS13085
unassigned_transcript_2414,FEK30_RS13090
unassigned_transcript_2415,FEK30_RS13095
unassigned_transcript_2416,FEK30_RS13100
unassigned_transcript_2417,FEK30_RS13105
unassigned_transcript_2418,FEK30_RS17315
unassigned_transcript_2419,FEK30_RS13110
unassigned_transcript_2420,FEK30_RS13115
unassigned_transcript_2421,FEK30_RS13120
unassigned_transcript_2422,FEK30_RS13125
unassigned_transcript_2423,FEK30_RS13130
unassigned_transcript_2424,FEK30_RS13135
unassigned_transcript_2425,FEK30_RS13140
unassigned_transcript_2426,FEK30_RS13145
unassigned_transcript_2427,FEK30_RS13150
unassigned_transcript_2428,FEK30_RS13155
unassigned_transcript_2429,FEK30_RS13160
unassigned_transcript_2430,FEK30_RS13165
unassigned_transcript_2431,FEK30_RS13170
unassigned_transcript_2432,FEK30_RS13175
unassigned_transcript_2433,FEK30_RS13180
unassigned_transcript_2434,FEK30_RS13190
unassigned_transcript_2435,FEK30_RS13195
unassigned_transcript_2436,FEK30_RS13200
unassigned_transcript_2437,FEK30_RS17160
unassigned_transcript_2438,FEK30_RS13210
unassigned_transcript_2439,FEK30_RS13220
unassigned_transcript_2440,FEK30_RS13225
unassigned_transcript_2441,FEK30_RS13230
unassigned_transcript_2442,FEK30_RS13235
unassigned_transcript_2443,FEK30_RS13240
unassigned_transcript_2444,FEK30_RS13245
unassigned_transcript_2445,FEK30_RS13255
unassigned_transcript_2446,FEK30_RS13260
unassigned_transcript_2447,FEK30_RS13265
unassigned_transcript_2448,FEK30_RS13270
unassigned_transcript_2449,FEK30_RS13275
unassigned_transcript_2450,FEK30_RS13280
unassigned_transcript_2451,FEK30_RS13285
unassigned_transcript_2452,FEK30_RS13290
unassigned_transcript_2453,FEK30_RS13295
unassigned_transcript_2454,FEK30_RS13300
unassigned_transcript_2455,FEK30_RS17320
unassigned_transcript_2456,FEK30_RS13305
unassigned_transcript_2457,FEK30_RS17325
unassigned_transcript_2458,FEK30_RS13315
unassigned_transcript_2459,FEK30_RS13320
unassigned_transcript_2460,FEK30_RS13325
unassigned_transcript_2461,FEK30_RS13330
unassigned_transcript_2462,FEK30_RS13335
unassigned_transcript_2463,FEK30_RS13340
unassigned_transcript_2464,FEK30_RS13345
unassigned_transcript_2465,FEK30_RS13350
unassigned_transcript_2466,FEK30_RS13355
unassigned_transcript_2467,FEK30_RS13360
unassigned_transcript_2468,FEK30_RS13365
unassigned_transcript_2469,FEK30_RS13370
unassigned_transcript_2470,FEK30_RS13375
unassigned_transcript_2471,FEK30_RS13380
unassigned_transcript_2472,FEK30_RS13385
unassigned_transcript_2473,FEK30_RS13390
unassigned_transcript_2474,FEK30_RS13395
unassigned_transcript_2475,FEK30_RS13400
unassigned_transcript_2476,FEK30_RS13405
unassigned_transcript_2477,FEK30_RS13410
unassigned_transcript_2478,FEK30_RS13415
unassigned_transcript_2479,FEK30_RS13420
unassigned_transcript_2480,FEK30_RS13425
unassigned_transcript_2481,FEK30_RS13430
unassigned_transcript_2482,FEK30_RS13435
unassigned_transcript_2483,FEK30_RS13440
unassigned_transcript_2484,FEK30_RS13445
unassigned_transcript_2485,FEK30_RS13450
unassigned_transcript_2486,FEK30_RS13455
unassigned_transcript_2487,FEK30_RS13460
unassigned_transcript_2488,FEK30_RS13465
unassigned_transcript_2489,FEK30_RS13470
unassigned_transcript_2490,FEK30_RS13475
unassigned_transcript_2491,FEK30_RS13480
unassigned_transcript_2492,FEK30_RS13490
unassigned_transcript_2493,FEK30_RS13495
unassigned_transcript_2494,FEK30_RS13500
unassigned_transcript_2495,FEK30_RS13505
unassigned_transcript_2496,FEK30_RS13510
unassigned_transcript_2497,FEK30_RS13515
unassigned_transcript_2498,FEK30_RS13520
unassigned_transcript_2499,FEK30_RS13525
unassigned_transcript_2500,FEK30_RS17330
unassigned_transcript_2501,FEK30_RS13535
unassigned_transcript_2502,FEK30_RS13540
unassigned_transcript_2503,FEK30_RS13545
unassigned_transcript_2504,FEK30_RS13550
unassigned_transcript_2505,FEK30_RS13555
unassigned_transcript_2506,FEK30_RS13560
unassigned_transcript_2507,FEK30_RS13565
unassigned_transcript_2508,FEK30_RS17245
unassigned_transcript_2509,FEK30_RS13575
unassigned_transcript_2510,FEK30_RS13580
unassigned_transcript_2511,FEK30_RS13585
unassigned_transcript_2512,FEK30_RS13590
unassigned_transcript_2513,FEK30_RS13595
unassigned_transcript_2514,FEK30_RS13600
unassigned_transcript_2515,FEK30_RS13605
unassigned_transcript_2516,FEK30_RS13610
unassigned_transcript_2517,FEK30_RS13615
unassigned_transcript_2518,FEK30_RS13620
unassigned_transcript_2519,FEK30_RS13625
unassigned_transcript_2520,FEK30_RS13630
unassigned_transcript_2521,FEK30_RS13635
unassigned_transcript_2522,FEK30_RS13640
unassigned_transcript_2523,FEK30_RS13645
unassigned_transcript_2524,FEK30_RS13650
unassigned_transcript_2525,FEK30_RS13655
unassigned_transcript_2526,FEK30_RS13660
unassigned_transcript_2527,FEK30_RS13665
unassigned_transcript_2528,FEK30_RS13670
unassigned_transcript_2529,FEK30_RS13675
unassigned_transcript_2530,FEK30_RS13680
unassigned_transcript_2531,FEK30_RS13685
unassigned_transcript_2532,FEK30_RS13690
unassigned_transcript_2533,FEK30_RS13695
unassigned_transcript_2534,FEK30_RS13700
unassigned_transcript_2535,FEK30_RS13705
unassigned_transcript_2536,FEK30_RS13710
unassigned_transcript_2537,FEK30_RS13715
unassigned_transcript_2538,FEK30_RS13720
unassigned_transcript_2539,FEK30_RS13725
unassigned_transcript_2540,FEK30_RS13730
unassigned_transcript_2541,FEK30_RS13735
unassigned_transcript_2542,FEK30_RS13740
unassigned_transcript_2543,FEK30_RS13745
unassigned_transcript_2544,FEK30_RS13750
unassigned_transcript_2545,FEK30_RS13755
unassigned_transcript_2546,FEK30_RS13760
unassigned_transcript_2547,FEK30_RS13765
unassigned_transcript_2548,FEK30_RS13770
unassigned_transcript_2549,FEK30_RS13775
unassigned_transcript_2550,FEK30_RS13780
unassigned_transcript_2551,FEK30_RS13785
unassigned_transcript_2552,FEK30_RS13790
unassigned_transcript_2553,FEK30_RS13795
unassigned_transcript_2554,FEK30_RS13800
unassigned_transcript_2555,FEK30_RS13805
unassigned_transcript_2556,FEK30_RS13810
unassigned_transcript_2557,FEK30_RS13815
unassigned_transcript_2558,FEK30_RS13820
unassigned_transcript_2559,FEK30_RS13825
unassigned_transcript_2560,FEK30_RS13830
unassigned_transcript_2561,FEK30_RS13835
unassigned_transcript_2562,FEK30_RS13840
unassigned_transcript_2563,FEK30_RS13845
unassigned_transcript_2564,FEK30_RS13850
unassigned_transcript_2565,FEK30_RS13855
unassigned_transcript_2566,FEK30_RS13860
unassigned_transcript_2567,FEK30_RS13865
unassigned_transcript_2568,FEK30_RS17180
unassigned_transcript_2569,FEK30_RS13870
unassigned_transcript_2570,FEK30_RS13875
unassigned_transcript_2571,FEK30_RS13880
unassigned_transcript_2572,FEK30_RS13885
unassigned_transcript_2573,FEK30_RS13890
unassigned_transcript_2574,FEK30_RS13895
unassigned_transcript_2575,FEK30_RS13900
unassigned_transcript_2576,FEK30_RS13905
unassigned_transcript_2577,FEK30_RS13910
unassigned_transcript_2578,FEK30_RS13915
unassigned_transcript_2579,FEK30_RS13920
unassigned_transcript_2580,FEK30_RS13925
unassigned_transcript_2581,FEK30_RS13930
unassigned_transcript_2582,FEK30_RS13935
unassigned_transcript_2583,FEK30_RS13940
unassigned_transcript_2584,FEK30_RS13945
unassigned_transcript_2585,FEK30_RS13950
