"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FEK30_RS10440",1091.3358189564,2.37735161500787,0.0917746143645722,25.904239766826,5.96609180233686e-148,5.16999719961018e-147
"FEK30_RS10445",23.3199325842483,-1.72657677628414,0.464563542681481,-3.716556762759,0.000201956284647097,0.000263531767238799
"FEK30_RS10450",282.080965932224,-2.2024631541742,0.149359063602847,-14.7460964272691,3.25982261404116e-49,1.05604670100709e-48
"FEK30_RS10455",69.6408295284573,-1.49541139824894,0.267693717804695,-5.58627752086422,2.31988410560511e-08,3.54634386214567e-08
"FEK30_RS10460",1375.27234853486,-0.307920943081204,0.113408147658483,-2.71515715086431,0.00662443275293875,0.00793061902287235
"FEK30_RS10465",1141.52996208118,-1.0739371640519,0.0826503280474017,-12.9937435146776,1.32770425507382e-38,3.65053458737879e-38
"FEK30_RS10470",11034.1233791959,-1.02237634999675,0.0995065477051365,-10.27446307379,9.18544693565039e-25,2.04048142641948e-24
"FEK30_RS10475",29.979831215569,-1.88375559686166,0.438407687723405,-4.29681241823966,1.73271700588742e-05,2.34633521987368e-05
"FEK30_RS10480",19327.8195300157,2.43441847288753,0.127522914136973,19.0900473798199,3.05492224479775e-81,1.42512122719815e-80
"FEK30_RS10485",759.09702082196,0.627524607660068,0.113466311672171,5.53049269348883,3.1933259965101e-08,4.85239927482724e-08
"FEK30_RS10490",804.369319560587,-0.84196137338733,0.152390713064137,-5.52501761070554,3.29452563577089e-08,4.99803645231583e-08
"FEK30_RS10495",2452.02534935778,0.559936823323123,0.0829281530846332,6.75207155224684,1.45748960707039e-11,2.4442860456501e-11
"FEK30_RS10500",995.651218987924,-0.491345842658851,0.109503334400042,-4.48704000979409,7.22195163474905e-06,9.93328875953935e-06
"FEK30_RS10510",3379.76100654944,-1.28389570340537,0.0943833923534131,-13.6029832303324,3.84427097769971e-42,1.1127315890984e-41
"FEK30_RS10515",1373.38025897259,-2.84926172082491,0.144277133158783,-19.7485329687635,8.2582068823882e-87,4.17987722672777e-86
"FEK30_RS10520",1387.3823010626,-3.35319599602502,0.174941907681894,-19.1674827401694,6.9176085995096e-82,3.24872256208513e-81
"FEK30_RS10525",77.4699942472359,-0.189765867066013,0.223416159080582,-0.849382908769676,0.395668260288647,0.415719016722193
"FEK30_RS10530",797.745144488105,-0.0386812525112711,0.114675628499074,-0.33731014181085,0.735883115189459,0.752003227241802
"FEK30_RS10535",469.774799155948,2.24035852946566,0.156976117195296,14.2719705996957,3.27200325767619e-46,1.01646360912715e-45
"FEK30_RS10540",16811.8100802009,0.467390878062942,0.0907748801023556,5.14890107853542,2.62017012319172e-07,3.8256944052236e-07
"FEK30_RS10545",7545.19453981384,-0.000834427652822617,0.100729483996232,-0.00828384718871219,0.993390521816902,0.994347681704154
"FEK30_RS10550",12710.4992794612,0.104602044495395,0.0794714893858519,1.31622101591086,0.188099871916203,0.203908420407999
"FEK30_RS10555",24937.4729271914,-2.66324327720412,0.102226330924131,-26.0524196958676,1.26304174233528e-149,1.11522203053516e-148
"FEK30_RS10560",2332.62204051319,0.0167194820171556,0.106618056349427,0.156816608646097,0.875389382994784,0.886795107854651
"FEK30_RS10565",18374.9564047315,-4.99358277717212,0.105128358987393,-47.4998642161905,0,0
"FEK30_RS10580",6.07237045426641,-3.38308088328123,1.11886850317526,-3.02366263209691,0.00249734759549025,0.00307391201397415
"FEK30_RS10585",3820.21887847199,-1.97889832045331,0.0895238140881434,-22.1047141546598,2.84731841785944e-108,1.72130545390682e-107
"FEK30_RS10590",1757.31355068295,-1.39722255770257,0.0983188549521411,-14.2111353756378,7.81481302081932e-46,2.40634341532159e-45
"FEK30_RS10595",1892.30695422268,0.503647181160653,0.0735991032336672,6.84311573147355,7.74889988358982e-12,1.30815264017901e-11
"FEK30_RS10600",1109.95260689453,0.662087035718702,0.099646924279768,6.64432987273979,3.0459970422712e-11,5.07484864364112e-11
"FEK30_RS10605",174.270307406842,0.596022608255613,0.133588770282166,4.46162208841878,8.13415819865172e-06,1.11660170662218e-05
"FEK30_RS10610",2113.3486051027,-0.937818827385575,0.119002403343292,-7.88067132291611,3.25626812258501e-15,5.95316425546405e-15
"FEK30_RS10615",1118.53348439404,2.3238853199883,0.0803795633370597,28.9113951794367,8.58530078994177e-184,9.65070558676587e-183
"FEK30_RS10620",2561.28347780852,-0.0761943879228118,0.066175378424719,-1.15140086443919,0.249567358375885,0.268153180842266
"FEK30_RS10625",226.054437077014,-0.212425737708522,0.156169475490849,-1.36022572299008,0.17375850491198,0.188873807863546
"FEK30_RS10630",319.120118035077,-1.10705816172364,0.132782834572578,-8.33735900643492,7.59681479995599e-17,1.45044233458914e-16
"FEK30_RS10635",36.1413765533984,-0.876948393447146,0.335641886281023,-2.61275016406297,0.0089816932704326,0.0106524404508224
"FEK30_RS10640",25.1837723745747,-6.57656525584165,1.2051270575456,-5.45715508971786,4.8382374009828e-08,7.28468342407254e-08
"FEK30_RS10645",239.514972745851,-2.43633552850313,0.185945109751821,-13.102444757783,3.18820038982558e-39,8.83541870408099e-39
"FEK30_RS10650",125.074077830336,-1.52322925291314,0.224734965114692,-6.77789169182362,1.21942206278441e-11,2.04994735959974e-11
"FEK30_RS10655",137.845850194362,-1.46693669313263,0.238507859337805,-6.15047528079554,7.72510984664349e-10,1.24125042828675e-09
"FEK30_RS10660",1696.64369783905,0.824059040430883,0.0794611273675389,10.3705933672359,3.3742298220926e-25,7.59201709970836e-25
"FEK30_RS10665",1158.35922141915,0.0445463257943487,0.0827110774328798,0.538577505902981,0.590178412117261,0.610010847679548
"FEK30_RS10670",2801.61432458632,3.95304768896699,0.0956429983185135,41.331281520498,0,0
